cas_id;generator;perfil_nom;mecr;dua;paraules;text_adaptat
ESO2_ARGU__P3;gemini;TDAH combinat A2 DUA Core;A2;Core;925;"## Text adaptat

#### Paraules clau
- **Declaració Universal dels Drets Humans**: document important que diu quins drets tenen totes les persones.
- **ONU (Organització de les Nacions Unides)**: organització de molts països que treballen junts per la pau i els drets.
- **Drets fonamentals**: drets molt importants que totes les persones tenen des que neixen.
- **Universalitat**: que una cosa és vàlida per a totes les persones del món.
- **Relativisme cultural**: idea que diu que els drets i les normes depenen de cada cultura i no són iguals per a tothom.
- **Dignitat humana**: el valor que té cada persona pel simple fet de ser humana.

#### Què són els Drets Humans? [Secció 1 de 4]

La **Declaració Universal dels Drets Humans** (document que diu quins drets tenen totes les persones) es va fer a París l'any 1948. La va fer l'**ONU** (Organització de les Nacions Unides). Des d'aleshores, hi ha un problema. El problema és com fer que totes les persones del món coneguin i apliquin aquests drets.

Aquest document té un inici i trenta articles. Els articles diuen que totes les persones tenen drets molt importants. Aquests drets són:
1. El dret a la vida.
2. El dret a ser lliure.
3. El dret a estar segur.
4. El dret a unir-se amb altres persones.
5. El dret a defensar-se si algú els oprimeix.
Aquests són **drets fonamentals** (drets molt importants) i ningú els pot treure.

#### Per què els Drets Humans són per a tothom? [Secció 2 de 4]

Moltes cultures han pensat en la **dignitat de la persona** (el valor que té cada persona) al llarg de la història. Per això, podem dir que els drets són per a tothom (universalitat).

Per exemple, la Carta de Comandament de l'Imperi de Mali, de l'any 1222, ja parlava d'això. També les idees de filòsofs d'Orient i d'Occident. Totes aquestes idees diuen que una persona mereix respecte només per ser persona. Aquesta idea és la mateixa en moltes cultures.

Els drets humans es divideixen en tres grups:
1. **Drets civils i polítics**: Són drets "
ESO2_ARGU__P4;gemini;TEA nivell 2 B1 DUA Core;B1;Core;1384;"## Text adaptat

### Què són els Drets Humans?

La **Declaració Universal dels Drets Humans** (un document important que parla dels drets de totes les persones) es va crear a París l'any 1948. L'**ONU** (Organització de les Nacions Unides) va fer pública aquesta declaració. Des d'aquell moment, hi ha un problema. El problema és com podem assegurar que totes les persones del món coneguin i apliquin aquests drets.

Aquest document té un inici i trenta articles. Els articles són com capítols. La Declaració diu que totes les persones tenen uns drets molt importants. Aquests drets no es poden treure a ningú. Són els **drets fonamentals** (drets molt importants que no es poden treure). Aquests drets són:

*   El dret a la vida.
*   El dret a la llibertat.
*   El dret a la seguretat.
*   El dret a poder unir-se amb altres persones lliurement.
*   El dret a defensar-se si algú els oprimeix.

### Per què els Drets Humans són per a tothom?

Moltes cultures han pensat en la **dignitat de la persona** (el valor que té cada persona pel fet de ser humana). Aquesta idea ha existit al llarg de la història. Per exemple, la Carta de Comandament de l'Imperi de Mali, de l'any 1222, ja parlava d'això. També les filosofies d'Orient i d'Occident han parlat d'aquesta idea. La idea és que totes les persones mereixen respecte només per ser persones. Aquesta idea és present en moltes cultures.

A més, els drets humans es divideixen en tres grups, que anomenem **generacions**:

1.  **Primera generació**: Són els drets civils i polítics. Estan relacionats amb la llibertat de les persones.
2.  **Segona generació**: Són els drets socials, econòmics i culturals. Estan relacionats amb la igualtat de les persones.
3.  **Tercera generació**: Són els drets col·lectius. Estan relacionats amb la solidaritat entre les persones.

### Hi ha cultures diferents que pensen diferent?

Algunes persones diuen que no es pot fer un codi de drets que sigui vàlid per a totes les cultures. Aquesta idea s'anomena **re"
ESO2_ARGU__P6;gemini;DI lleugera pre-A1 DUA Accés;pre-A1;Acces;462;"## Text adaptat

### Què són els **Drets Humans**?

Els **Drets Humans** són coses importants.
Són coses que totes les persones han de tenir.
Per exemple, el dret a viure.
També el dret a ser lliure.
I el dret a estar segur.

L'ONU va fer un paper.
L'ONU és l'Organització de les Nacions Unides.
Aquest paper es diu Declaració Universal dels Drets Humans.
Va ser l'any 1948.
Va ser a París.
Aquest paper diu que totes les persones tenen aquests drets.

### Per què els **Drets Humans** són per a tothom?

Moltes cultures pensen que les persones són importants.
Això es diu **dignitat**.
La **dignitat** és que una persona mereix respecte.
Totes les persones mereixen respecte.
Això passa en molts llocs del món.
Passa des de fa molt de temps.

Els **Drets Humans** es divideixen en grups.
Hi ha tres grups.
1.  **Drets de llibertat**: Són per ser lliure.
2.  **Drets d'igualtat**: Són per ser igual que els altres.
3.  **Drets de solidaritat**: Són per ajudar-se entre tots.

### Per què alguns diuen que els **Drets Humans** no són per a tothom?

Algunes persones pensen diferent.
Diuen que cada cultura és diferent.
Diuen que no hi ha un sol codi per a tothom.
Això es diu **relativisme cultural**.
El **relativisme cultural** és pensar que cada cultura té les seves pròpies regles.

Diuen que el paper de l'ONU és d'una cultura.
És d'una cultura d'Occident.
Per això, l'any 1981, un grup d'Àfrica va fer un altre paper.
Aquest grup es deia Organització per a la Unitat Africana.

### Conclusió

Els **Drets Humans** són importants.
Totes les persones tenen **dignitat**.
La **dignitat** és que totes les persones mereixen respecte.
Això és una idea que compartim.
Cada lloc ha de fer que aquesta idea funcioni.

## Argumentació pedagògica

1.  **Concreció radical i exemples**: S'han substituït conceptes abstractes per exemples concrets i directes (""coses importants"", ""dret a viure, a ser lliure, a estar segur"") per fer-los tangibles per a un alumne amb discapacitat intel·lectual lleugera.
2. "
ESO2_ARGU__P7;gemini;Altes capacitats B2 DUA Enriquiment;B2;Enriquiment;821;"## Text adaptat

### El debat sobre la universalitat dels Drets Humans

La **Declaració Universal dels Drets Humans** (DUDH) va ser proclamada per l'**Assemblea General de l'Organització de les Nacions Unides** (ONU) a París l'any 1948. Aquest document fonamental reconeix el dret a la vida, a la llibertat, a la seguretat, a la lliure associació i a la resistència contra l'opressió. La DUDH estableix aquests drets com a **fonamentals** (essencials per a la vida digna) i **irrenunciables** (que no es poden cedir) per a cada persona. Des de la seva creació, sorgeix la qüestió de com garantir el seu reconeixement i aplicació a tot el món.

### Arguments a favor de la universalitat dels Drets Humans

1.  **La dignitat humana com a concepte transcultural**: Moltes cultures, al llarg de la història, han desenvolupat idees que giren al voltant de la **dignitat de la persona** (el valor intrínsec de cada ésser humà). Per exemple, la **Carta de Comandament de Kouroukan Fouga** de 1222, que va ser la declaració fundacional de l'Imperi de Mali, ja reconeixia principis de justícia i respecte. A més, les tradicions filosòfiques tant d'Orient com d'Occident han explorat la idea que l'ésser humà mereix respecte simplement per la seva existència. Per tant, la noció de dignitat humana sembla transcórrer les fronteres culturals.

2.  **Classificació dels Drets Humans per generacions**: Els drets humans s'han organitzat en tres **generacions** (categories que reflecteixen el seu desenvolupament històric i el seu enfocament):
    *   La **primera generació** inclou els **drets civils i polítics**, que estan vinculats a la llibertat individual. Aquests drets protegeixen la persona de l'abús de poder de l'Estat.
    *   La **segona generació** comprèn els **drets socials, econòmics i culturals**, que estan relacionats amb la igualtat. Aquests drets busquen assegurar condicions de vida dignes i oportunitats per a tothom.
    *   La **tercera generació** abasta els **drets col·lectius**, qu"
PRI_EXPL__P1;gemini;Nouvingut àrab pre-A1 DUA Accés;pre-A1;Acces;314;"## Text adaptat

### Com fan menjar les plantes?

Les plantes fan el seu propi menjar. 🌿
Les plantes no mengen altres éssers vius.
Això es diu **fotosíntesi** (فوتوسينتيسي): les plantes fan menjar amb la llum del sol. ☀️

Per fer la fotosíntesi, les plantes necessiten quatre coses:
1.  **Llum del sol** (لوم ديل سول): la llum que ve del sol. ☀️
2.  **Aigua** (أغوا): la que bevem. 💧
3.  **Diòxid de carboni** (ديوكسيد دي كربون): un gas de l'aire. 💨
4.  **Sals minerals** (سالس مينيرالس): coses petites de la terra. ⛰️

### Els passos de la fotosíntesi

1.  Les **arrels** (أرّيلس) de la planta beuen aigua. 💧
2.  Les arrels beuen **sals minerals** (سالس مينيرالس) de la terra. ⛰️
3.  L'aigua i les sals minerals es barregen.
4.  Aquesta barreja es diu **saba bruta** (سابا بروتا).
5.  La saba bruta puja per la **tija** (تيجا) fins a les **fulles** (فوليس). 🍃
6.  Les fulles agafen **diòxid de carboni** (ديوكسيد دي كربون) de l'aire. 💨

### Què passa a les fulles?

Les fulles tenen un color verd. 💚
Aquest color verd es diu **clorofil·la** (كلوروفيلّا).
La clorofil·la agafa la llum del sol. ☀️
La llum del sol es converteix en energia.
Aquesta energia ajuda a la planta.
Amb aquesta energia, l'aigua i el diòxid de carboni es fan menjar. 🍽️
Aquest menjar es diu **saba elaborada** (سابا إيلابورادا).
La planta també fa **oxigen** (أوكسيجن).
L'oxigen surt de les fulles a l'aire. 🌬️

### Per a què serveix el menjar i l'oxigen?

La **saba elaborada** (سابا إيلابورادا) és el menjar de la planta. 🍽️
La saba elaborada va per tota la planta.
Així la planta creix. 🌱

L'**oxigen** (أوكسيجن) que fan les plantes és molt important.
Tots els éssers vius necessitem oxigen.
Nosaltres usem l'oxigen per respirar. 👃

## Glossari

| Terme | Traducció (àrab) | Explicació simple |
| :------------------ | :------------------- | :------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
PRI_EXPL__P3;gemini;TDAH combinat A2 DUA Core;A2;Core;599;"## Text adaptat

#### Paraules clau
- **Fotosíntesi**: procés que fan les plantes per crear el seu propi aliment.
- **Saba bruta**: barreja d'aigua i sals minerals que les arrels de la planta agafen de la terra.
- **Clorofil·la**: pigment verd que hi ha a les fulles de les plantes.
- **Saba elaborada**: aliment que la planta fabrica per créixer.

#### 1. Com s'alimenten les plantes?
Les plantes no mengen altres éssers vius.
Les plantes fabriquen el seu propi aliment.
Aquest procés es diu **fotosíntesi** (procés que fan les plantes per crear el seu propi aliment).

#### 2. Què necessiten les plantes per fer la fotosíntesi?
Les plantes necessiten quatre coses per fer la fotosíntesi:
1. Llum del sol.
2. Aigua.
3. Diòxid de carboni (un gas que hi ha a l'aire).
4. Sals minerals (nutrients de la terra).

#### 3. Com fan la fotosíntesi les plantes?
[Secció 1 de 3]
Primer, les arrels de la planta agafen aigua de la terra.
Les arrels també agafen **sals minerals** (nutrients de la terra) de la terra.
Aquesta barreja d'aigua i sals minerals es diu **saba bruta** (barreja d'aigua i sals minerals).
La tija de la planta porta la saba bruta des de les arrels fins a les fulles.

[Secció 2 de 3]
Després, la planta absorbeix **diòxid de carboni** (un gas de l'aire) de l'aire.
Això passa a les fulles de la planta.
Les fulles tenen un pigment verd que es diu **clorofil·la** (pigment verd de les fulles).
La clorofil·la agafa l'energia de la llum del sol.
La clorofil·la transforma l'energia del sol en energia que la planta pot usar.

[Secció 3 de 3]
Amb aquesta energia, la planta converteix la saba bruta i el diòxid de carboni en aliment.
Aquest aliment es diu **saba elaborada** (aliment que la planta fabrica).
Mentre la planta fa aquest procés, produeix oxigen.
La planta expulsa l'oxigen a l'aire a través de les fulles.

#### 4. Per què és important la fotosíntesi?
La saba elaborada es reparteix per tota la planta.
Així, la planta s'alimenta i pot créixer.
L'oxigen que les plantes alli"
PRI_EXPL__P4;gemini;TEA nivell 2 B1 DUA Core;B1;Core;1000;"## Text adaptat
### Com s'alimenten les plantes?
Les plantes no mengen altres éssers vius. Les plantes fan el seu propi aliment. Aquest procés s'anomena **fotosíntesi** (procés pel qual les plantes fabriquen el seu aliment).

### Què necessiten les plantes per fer la fotosíntesi?
Les plantes necessiten quatre coses per fer la fotosíntesi:
1.  Llum del sol.
2.  Aigua.
3.  **Diòxid de carboni** (un gas que hi ha a l'aire).
4.  **Sals minerals** (nutrients que hi ha a la terra).

### Com fan la fotosíntesi les plantes?
La fotosíntesi té uns passos.
1.  Les arrels de la planta agafen l'aigua i les sals minerals de la terra.
2.  L'aigua i les sals minerals es barregen. Aquesta barreja s'anomena **saba bruta** (barreja d'aigua i sals minerals).
3.  La tija porta la saba bruta des de les arrels fins a les fulles.
4.  Les fulles de la planta agafen el diòxid de carboni de l'aire.

### Què passa a les fulles?
A les fulles hi ha una substància verda. Aquesta substància s'anomena **clorofil·la** (substància verda de les fulles).
La clorofil·la agafa l'energia de la llum del sol. La clorofil·la transforma l'energia de la llum en energia química.
Gràcies a aquesta energia, l'aigua de la saba bruta i el diòxid de carboni es converteixen en aliment per a la planta. Aquest aliment s'anomena **saba elaborada** (aliment que la planta fabrica).
Mentre la planta fa aquest procés, produeix **oxigen** (un gas que necessitem per respirar). La planta expulsa l'oxigen a l'aire per les fulles.

### Què passa amb l'aliment i l'oxigen?
La saba elaborada es reparteix per tota la planta. Així, la planta s'alimenta.
L'oxigen que les plantes alliberen és molt important. Tots els éssers vius del planeta necessitem oxigen per respirar.

## Argumentació pedagògica
1.  **Estructura predictible i fixa (TEA):** S'ha utilitzat una estructura de preguntes i respostes amb títols clars i numeració per als passos, creant un patró consistent que facilita la comprensió i l'anticipació del contingut per a l'alu"
PRI_EXPL__P6;gemini;DI lleugera pre-A1 DUA Accés;pre-A1;Acces;503;"## Text adaptat

### Les plantes fan el seu menjar

Les plantes fan el seu propi menjar.
No mengen altres éssers vius.
Això es diu **fotosíntesi** (quan les plantes fan el seu menjar amb la llum del sol).

### Què necessiten les plantes per fer menjar?

Les plantes necessiten quatre coses per fer menjar:
1.  Llum del sol ☀️
2.  Aigua 💧
3.  **Diòxid de carboni** (un gas de l'aire)
4.  **Sals minerals** (coses petites de la terra)

### Com fan menjar les plantes?

Així és com les plantes fan el seu menjar:

**Pas 1: Agafar aigua i sals minerals**
Les arrels de la planta agafen aigua.
Les arrels de la planta agafen sals minerals de la terra.
Això és la **saba bruta** (aigua i sals minerals).

**Pas 2: Portar la saba bruta a les fulles**
La tija porta la saba bruta des de les arrels fins a les fulles.

**Pas 3: Agafar diòxid de carboni**
Les fulles agafen el diòxid de carboni de l'aire.

**Pas 4: Usar la llum del sol**
Les fulles tenen un color verd.
Aquest color verd es diu **clorofil·la** (el color verd de les fulles).
La clorofil·la agafa la llum del sol.
La llum del sol es converteix en energia.

**Pas 5: Fer el menjar i oxigen**
Amb aquesta energia, l'aigua i el diòxid de carboni es converteixen en menjar.
Aquest menjar es diu **saba elaborada** (el menjar de la planta).
La planta també fa **oxigen** (un gas que necessitem per respirar).
La planta treu l'oxigen a l'aire per les fulles.

### Què passa amb el menjar i l'oxigen?

La saba elaborada va per tota la planta.
Així la planta menja.
L'oxigen que les plantes treuen és molt important.
Tots els éssers vius necessitem oxigen per respirar.

## Argumentació pedagògica

1.  **Concreció radical i exemples quotidians (DI, pre-A1):** S'han afegit emojis (☀️💧🌱) i exemples directes (""un gas de l'aire"", ""el color verd de les fulles"") per fer els conceptes abstractes més tangibles i relacionables amb l'experiència de l'alumne.
2.  **Estructura molt explícita i predictible (DUA Accés, pre-A1):** S'ha dividit el text en secc"
PRI_EXPL__P7;gemini;Altes capacitats B2 DUA Enriquiment;B2;Enriquiment;827;"## Text adaptat

### La Fotosíntesi: Una Estratègia d'Autosuficiència Vegetal

Les plantes, a diferència dels animals o els fongs, no depenen d'altres organismes per obtenir el seu nodriment. La seva estratègia vital es basa en la **fotosíntesi** (procés bioquímic mitjançant el qual els organismes fotosintetitzadors transformen l'energia lluminosa en energia química), un procés complex que els permet sintetitzar el seu propi aliment. Aquesta capacitat d'autosuficiència, coneguda com a **autotròfia** (capacitat de produir el propi aliment a partir de substàncies inorgàniques), és fonamental per a la sostenibilitat dels ecosistemes terrestres i aquàtics. Per dur a terme la fotosíntesi, les plantes requereixen quatre components essencials: l'energia radiant del sol, l'aigua, el diòxid de carboni atmosfèric i les sals minerals presents al sòl.

### El Mecanisme de la Fotosíntesi: Fases i Components

El procés fotosintètic es pot desglossar en diverses etapes interrelacionades. En primer lloc, les **arrels** (òrgans subterranis de la planta que fixen la planta al sòl i absorbeixen aigua i nutrients) de la planta absorbeixen l'aigua i les **sals minerals** (substàncies inorgàniques essencials per al creixement vegetal) del substrat terrestre. Aquesta solució aquosa de nutrients inorgànics es denomina **saba bruta** (barreja d'aigua i sals minerals absorbides per les arrels). La saba bruta és transportada ascendentment des de les arrels fins a les fulles a través del **xilema** (teixit vegetal que transporta aigua i sals minerals), un sistema vascular complex situat a la **tija** (part aèria de la planta que sosté les fulles i flors). Un cop a les fulles, la planta capta el **diòxid de carboni** (gas present a l'atmosfera, essencial per a la fotosíntesi) de l'aire mitjançant petites obertures anomenades **estomes** (porus a la superfície de les fulles que regulen l'intercanvi de gasos).

### La Clorofil·la i la Conversió Energètica

Les fulles de les plantes contenen un pi"
BAT_INST__P1;gpt;Nouvingut àrab pre-A1 DUA Accés;pre-A1;Acces;681;"## Text adaptat

### Fases del treball de recerca

El **treball de recerca** és un exercici que tots els alumnes de batxillerat de Catalunya han de fer. Aquest treball ocupa unes 70 hores. Consisteix en investigar un tema que l'alumne escull.

### Fase 1: Plantejament i hipòtesi

Primer, l'alumne ha de decidir com serà el treball. Ha de pensar si és obligatori per a tota la classe o si pot escollir el tema. També ha de decidir si el treball és d'una sola matèria o de diverses. Després, ha de formular una **hipòtesi** (una idea inicial sobre el tema). L'alumne ha de preguntar-se: sobre què vull escriure? Quina informació necessito? Quants apartats tindrà el treball?

### Fase 2: Recerca i recollida de dades

L'alumne pot obtenir informació de diferents fonts. Si fa una recerca bibliogràfica, pot buscar en biblioteques, revistes, diaris, llibres i recursos en línia. Si necessita dades noves, pot fer **enquestes** (preguntes a persones) o **entrevistes** (converses amb persones). La informació pot ser numèrica o descriptiva. És important anotar les fonts que s'han consultat.

### Fase 3: Organització i redacció

Després de recollir la informació, l'alumne ha de fer un índex amb els apartats. Ha de classificar el material. És molt important escriure amb les seves pròpies paraules. Un treball no pot ser només una còpia d'altres materials. Si cita algú, ha de posar-ho entre cometes i dir d'on ho ha tret.

### Fase 4: Estructura formal

El treball ha de tenir: un índex amb els apartats i les pàgines; una introducció que expliqui per què fa la recerca; el cos del treball, dividit en apartats; les conclusions; una opinió personal; i una bibliografia completa, ordenada alfabèticament.

### Fase 5: Presentació i defensa

El document final s'ha d'escriure a ordinador. Ha de tenir un espai entre línies d'1,5. L'alumne pot afegir fotografies amb explicacions i ha de seguir un mateix estil de lletra durant tot el treball.

## Glossari
| Terme | Traducció (àrab) | Explicació simple"
BAT_INST__P3;gpt;TDAH combinat A2 DUA Core;A2;Core;489;"## Text adaptat
### Paraules clau
- **Treball de recerca**: exercici acadèmic obligatori per a l'alumnat de batxillerat.
- **Hipòtesi**: resposta provisional al problema plantejat.
- **Fonts de testimoni directe**: dades obtingudes a través d'enquestes o entrevistes.

### Text adaptat
El **treball de recerca** (exercici acadèmic obligatori per a l'alumnat de batxillerat) és important a Catalunya. Aquest treball requereix unes 70 hores de dedicació. Consisteix en activitats estructurades per investigar un tema que l'alumne esculli.

**Fase 1: Plantejament i hipòtesi.** Primer, cal determinar si el treball és obligatori per a tota la classe o si té un guió obert. També s'ha de decidir si es centra en una única disciplina o si és interdisciplinari. A més, cal escollir els mitjans de recerca. Després, cal establir la **hipòtesi** (resposta provisional al problema). L'alumne ha de preguntar-se: sobre què vull escriure? Quina informació necessito? Quants apartats tindrà el treball?

**Fase 2: Recerca i recollida de dades.** La informació es pot obtenir de diferents maneres. Si es fa una recerca bibliogràfica, les fonts són biblioteques, revistes, diaris, llibres de text i recursos digitals. Si el treball necessita dades primàries, cal fer enquestes, entrevistes o visites a institucions. La informació pot ser **quantitativa** (números) o **qualitativa** (descripcions). És important registrar les fonts consultades.

**Fase 3: Organització i redacció.** Un cop recollida la informació, cal fer un índex dels apartats i classificar el material. És fonamental escriure amb paraules pròpies. Un treball no ha de ser una còpia de materials trobats. Si es cita un text, cal posar-ho entre cometes i indicar d'on prové.

**Fase 4: Estructura formal.** El treball ha de tenir: un índex amb els apartats i les pàgines; una introducció que expliqui la intenció de la recerca; el cos central, dividit en apartats; les conclusions; una opinió personal; i la bibliografia completa, ordenada alfabè"
BAT_INST__P4;gpt;TEA nivell 2 B1 DUA Core;B1;Core;547;"## Text adaptat
El **treball de recerca** és un exercici acadèmic obligatori per a tot l'alumnat de batxillerat de Catalunya. Aquest treball ocupa una part important del currículum i requereix unes setanta hores de dedicació. Consisteix en un conjunt d'activitats estructurades que impliquen investigar sobre un tema escollit per l'alumne.

### Fase 1: Plantejament i hipòtesi
En aquesta fase, cal determinar la naturalesa del treball. S'ha de decidir si és obligatori i comú per a tota la classe o si té un guió obert. També s'ha de definir si el treball se centra en una única disciplina o si és interdisciplinari. A més, cal escollir els mitjans de recerca que s'utilitzaran. Després, cal establir la **hipòtesi** (supòsit que respon provisionalment al problema). L'alumne ha de preguntar-se: sobre què vull escriure? Quina informació necessito buscar? Quants apartats tindrà el treball?

### Fase 2: Recerca i recollida de dades
La informació es pot obtenir de diferents maneres. Si es fa una recerca bibliogràfica, les fonts inclouen biblioteques, revistes especialitzades, diaris, llibres de text i recursos digitals. Si el treball requereix **dades primàries** (informació obtinguda directament), cal utilitzar fonts de testimoni directe com enquestes, entrevistes o visites a institucions. La informació recollida pot ser **quantitativa** (números) o **qualitativa** (descripcions). És important registrar de manera sistemàtica les fonts consultades.

### Fase 3: Organització i redacció
Un cop recollida la informació, cal elaborar un índex dels apartats i classificar el material. És fonamental redactar amb paraules pròpies. Un treball mai no ha de ser una còpia de materials trobats. Si es reprodueix una **citació** (text d'un altre autor), cal posar-la entre cometes i indicar d'on prové.

### Fase 4: Estructura formal
El treball ha de contenir: 
1. Un índex amb la relació dels apartats i les pàgines corresponents.
2. Una introducció que expliqui la intenció de la recerca.
3. El cos"
BAT_INST__P6;gpt;DI lleugera pre-A1 DUA Accés;pre-A1;Acces;466;"## Text adaptat
### Paraules clau
- **Treball de recerca** 📚: un projecte que fan els alumnes de batxillerat.
- **Hipòtesi** ❓: una idea que es comprova durant el treball.
- **Dades** 📊: informació que es busca i s'analitza.

### Text adaptat
El **treball de recerca** és un projecte que fan els alumnes de batxillerat. 📚  
Aquest projecte és obligatori a Catalunya.  
Els alumnes dediquen unes 70 hores a fer-lo.  

El treball de recerca té diverses fases.  
**Fase 1**: Plantejament i **hipòtesi**. ❓  
Primer, els alumnes decideixen el tema del treball.  
Han de pensar si el treball és obligatori o si poden escollir el tema.  
Han de preguntar-se: sobre què vull escriure? Quina informació necessito? Quants apartats tindrà el treball?  

**Fase 2**: Recerca i recollida de **dades**. 📊  
Els alumnes busquen informació de diferents fonts.  
Si busquen llibres, poden anar a biblioteques o llegir revistes.  
Si necessiten dades noves, poden fer enquestes o entrevistes.  
Han de registrar bé les fonts que consulten.  

**Fase 3**: Organització i redacció.  
Després de recollir la informació, els alumnes fan un índex.  
Classifiquen el material que han trobat.  
Han de redactar amb les seves pròpies paraules.  
Si copien alguna frase, han de posar-la entre cometes i dir d'on ve.  

**Fase 4**: Estructura formal.  
El treball ha de tenir un índex amb els apartats i les pàgines.  
Ha d'incloure una introducció que expliqui el que volen investigar.  
El cos del treball ha de tenir apartats ben organitzats.  
Finalment, han de posar les conclusions, una opinió personal i la bibliografia.  

**Fase 5**: Presentació i defensa.  
El treball final s'ha d'escriure a ordinador.  
Han d'utilitzar un interlineat d'1,5.  
Poden afegir fotografies amb explicacions.  
Han de seguir un mateix estil en la presentació.  

## Argumentació pedagògica
1. He simplificat el text original per fer-lo més accessible a un alumne de batxillerat amb discapacitat intel·lectual.
2. He dividit el contingut "
BAT_INST__P7;gpt;Altes capacitats B2 DUA Enriquiment;B2;Enriquiment;636;"## Text adaptat
El **treball de recerca** és un exercici acadèmic obligatori per a tot l'alumnat de batxillerat a Catalunya. Aquest treball representa una part significativa del currículum i requereix unes 70 hores de dedicació. Consisteix en un conjunt d'activitats estructurades orientades a la **investigació** (procés d'exploració sistemàtica d'un tema) sobre un tema escollit, que l'alumne pot delimitar en part.

### Fase 1: Plantejament i hipòtesi
La primera fase consisteix a determinar la naturalesa del treball. Cal decidir si és obligatori i comú a tota la classe o si té un guió obert. També s'ha de definir si el treball es centra en una única disciplina o si és **interdisciplinari** (que implica diverses disciplines). A més, s'han de seleccionar els mitjans de recerca que s'utilitzaran. Després, cal establir la **hipòtesi** (supòsit provisional que respon al problema plantejat) del treball. L'alumne ha de formular preguntes com: sobre què vull escriure? Quina informació necessito buscar? Quants apartats tindrà el treball?

### Fase 2: Recerca i recollida de dades
La segona fase implica obtenir informació per mitjans diversos. Si es tracta d'una **recerca bibliogràfica** (investigació basada en fonts escrites), les fonts inclouen biblioteques, revistes especialitzades, diaris, llibres de text i recursos digitals. Si el treball requereix dades primàries, cal recórrer a fonts de testimoni directe, com ara enquestes, entrevistes i visites a institucions. La informació recollida pot ser **quantitativa** (números i estadístiques) o **qualitativa** (opinions i descripcions). És essencial registrar sistemàticament les fonts consultades.

### Fase 3: Organització i redacció
En la tercera fase, un cop recollida la informació, cal elaborar un **índex** (llista d'apartats) dels continguts i classificar el material. És fonamental redactar amb paraules pròpies. Un treball mai no ha de ser una còpia de materials trobats. Si es reprodueix una **citació** (text d'un autor que "
ESO1_NARR__P1;gpt;Nouvingut àrab pre-A1 DUA Accés;pre-A1;Acces;641;"## Text adaptat

### Paraules clau
- **Revolució Francesa** 🇫🇷: canvi important a França entre 1789 i 1799.
- **Antic Règim**: sistema antic de govern a França.
- **Burguesia**: classe mitjana que volia més poder.
- **Classes populars**: persones pobres que volien millorar la seva vida.
- **Il·lustració**: moviment que deia que totes les persones són importants.
- **Bastilla**: presó a París, símbol del poder del rei.

### Text adaptat
La **Revolució Francesa** és un moment important a França. 🇫🇷  
Comença el 5 de maig de 1789.  
Acaba el 18 de novembre de 1799.  
Aquesta revolució fa caure l'**Antic Règim**.  
La **burguesia** agafa el poder.  

L'**Antic Règim** no funciona bé.  
No deixa que la **burguesia** tingui poder.  
La **burguesia** vol canviar les coses.  
Les **classes populars** volen millorar la seva vida.  
Ells ajuden a la revolució.  

La **Il·lustració** ajuda a pensar.  
Diu que totes les persones són importants.  
Això ajuda a fer canvis.  

La primera part de la revolució és la revolta dels privilegiats.  
Això passa entre 1787 i 1789.  
Els ministres volen solucionar la crisi.  
Volen treure els privilegis fiscals.  
L'Assemblea de Notables i els Parlaments no volen canvis.  
Per això, convoquen els **Estats Generals**.  
Es reuneixen a Versalles el 5 de maig de 1789.  

Els diputats de la **burguesia** volen parlar amb els altres.  
Es fan dir Assemblea Nacional.  
Fan un jurament al **Jeu de Paume**.  

Així comença la revolució.  
El poble de París es mobilitza.  
El 14 de juliol de 1789, prenen la **Bastilla**.  
La **Bastilla** és un símbol del poder del rei.  
L'Assemblea treu el règim feudal.  
Aprova la Declaració dels Drets de l'Home i del Ciutadà.  

## Glossari
| Terme | Traducció (àrab) | Explicació simple |
| **Revolució Francesa** | الثورة الفرنسية | canvi important a França entre 1789 i 1799 |
| **Antic Règim** | النظام القديم | sistema antic de govern a França |
| **Burguesia** | البرجوازية | classe mitjana que volia més poder "
